account,jfVersion,openTime,source,userAgent,appName,platform,appVersion,domain,localUrl,title,referrer,lang,sh,sw,cd
"aaaa","1.0.0","2017-6-16 11:26:34","h5","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36","Netscape","MacIntel","5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36","","file:///Users/zhangsam/it_err/index.html","≤‚ ‘¥ÌŒÛªÿ ’","","zh-CN","900","1440","24",
"shangjin","1.0.0","2017-6-9 18:28:14","h5","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36","Netscape","MacIntel","5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36","","file:///Users/zhangsam/it_err/index.html","≤‚ ‘¥ÌŒÛªÿ ’","","zh-CN","900","1440","24",
